origin_zone,destination_zone,volume_break,tariff,price,extra_liter_price
СПБ и ЛО,1,50 до 80,СПБ и ЛО-1-50 до 80,888,0
СПБ и ЛО,1,80 до 100,СПБ и ЛО-1-80 до 100,1101,0
СПБ и ЛО,1,100 до 120,СПБ и ЛО-1-100 до 120,1257,0
СПБ и ЛО,1,от 120,СПБ и ЛО-1-от 120,1257,9
1,1,0 до 1,1-1-0 до 1,141,0
1,1,1 до 3,1-1-1 до 3,173,0
1,1,3 до 5,1-1-3 до 5,198,0
1,1,5 до 10,1-1-5 до 10,228,0
1,1,10 до 15,1-1-10 до 15,261,0
1,1,15 до 20,1-1-15 до 20,285,0
1,1,20 до 30,1-1-20 до 30,342,0
1,1,30 до 50,1-1-30 до 50,552,0
1,1,50 до 80,1-1-50 до 80,888,0
1,1,80 до 100,1-1-80 до 100,1101,0
1,1,100 до 120,1-1-100 до 120,1257,0
1,1,от 120,1-1-от 120,1257,9
2,1,0 до 1,2-1-0 до 1,142,0
2,1,1 до 3,2-1-1 до 3,177,0
2,1,3 до 5,2-1-3 до 5,206,0
2,1,5 до 10,2-1-5 до 10,239,0
2,1,10 до 15,2-1-10 до 15,276,0
2,1,15 до 20,2-1-15 до 20,306,0
2,1,20 до 30,2-1-20 до 30,368,0
2,1,30 до 50,2-1-30 до 50,552,0
2,1,50 до 80,2-1-50 до 80,888,0
2,1,80 до 100,2-1-80 до 100,1101,0
2,1,100 до 120,2-1-100 до 120,1257,0
2,1,от 120,2-1-от 120,1257,9
3,1,0 до 1,3-1-0 до 1,142,0
3,1,1 до 3,3-1-1 до 3,177,0
3,1,3 до 5,3-1-3 до 5,206,0
3,1,5 до 10,3-1-5 до 10,239,0
3,1,10 до 15,3-1-10 до 15,276,0
3,1,15 до 20,3-1-15 до 20,306,0
3,1,20 до 30,3-1-20 до 30,368,0
3,1,30 до 50,3-1-30 до 50,552,0
3,1,50 до 80,3-1-50 до 80,888,0
3,1,80 до 100,3-1-80 до 100,1101,0
3,1,100 до 120,3-1-100 до 120,1257,0
3,1,от 120,3-1-от 120,1257,9
4,1,0 до 1,4-1-0 до 1,142,0
4,1,1 до 3,4-1-1 до 3,177,0
4,1,3 до 5,4-1-3 до 5,206,0
4,1,5 до 10,4-1-5 до 10,239,0
4,1,10 до 15,4-1-10 до 15,276,0
4,1,15 до 20,4-1-15 до 20,306,0
4,1,20 до 30,4-1-20 до 30,368,0
4,1,30 до 50,4-1-30 до 50,552,0
4,1,50 до 80,4-1-50 до 80,888,0
4,1,80 до 100,4-1-80 до 100,1101,0
4,1,100 до 120,4-1-100 до 120,1257,0
4,1,от 120,4-1-от 120,1257,9
5,1,0 до 1,5-1-0 до 1,143,0
5,1,1 до 3,5-1-1 до 3,179,0
5,1,3 до 5,5-1-3 до 5,218,0
5,1,5 до 10,5-1-5 до 10,258,0
5,1,10 до 15,5-1-10 до 15,298,0
5,1,15 до 20,5-1-15 до 20,330,0
5,1,20 до 30,5-1-20 до 30,404,0
5,1,30 до 50,5-1-30 до 50,551,0
5,1,50 до 80,5-1-50 до 80,885,0
5,1,80 до 100,5-1-80 до 100,1098,0
5,1,100 до 120,5-1-100 до 120,1253,0
5,1,от 120,5-1-от 120,1253,9
6,1,0 до 1,6-1-0 до 1,143,0
6,1,1 до 3,6-1-1 до 3,179,0
6,1,3 до 5,6-1-3 до 5,218,0
6,1,5 до 10,6-1-5 до 10,258,0
6,1,10 до 15,6-1-10 до 15,298,0
6,1,15 до 20,6-1-15 до 20,333,0
6,1,20 до 30,6-1-20 до 30,404,0
6,1,30 до 50,6-1-30 до 50,552,0
6,1,50 до 80,6-1-50 до 80,888,0
6,1,80 до 100,6-1-80 до 100,1101,0
6,1,100 до 120,6-1-100 до 120,1257,0
6,1,от 120,6-1-от 120,1257,9
7,1,0 до 1,7-1-0 до 1,168,0
7,1,1 до 3,7-1-1 до 3,193,0
7,1,3 до 5,7-1-3 до 5,236,0
7,1,5 до 10,7-1-5 до 10,282,0
7,1,10 до 15,7-1-10 до 15,342,0
7,1,15 до 20,7-1-15 до 20,413,0
7,1,20 до 30,7-1-20 до 30,494,0
7,1,30 до 50,7-1-30 до 50,713,0
7,1,50 до 80,7-1-50 до 80,1214,0
7,1,80 до 100,7-1-80 до 100,1508,0
7,1,100 до 120,7-1-100 до 120,1736,0
7,1,от 120,7-1-от 120,1736,12
8,1,0 до 1,8-1-0 до 1,191,0
8,1,1 до 3,8-1-1 до 3,232,0
8,1,3 до 5,8-1-3 до 5,261,0
8,1,5 до 10,8-1-5 до 10,315,0
8,1,10 до 15,8-1-10 до 15,382,0
8,1,15 до 20,8-1-15 до 20,462,0
8,1,20 до 30,8-1-20 до 30,558,0
8,1,30 до 50,8-1-30 до 50,712,0
8,1,50 до 80,8-1-50 до 80,1213,0
8,1,80 до 100,8-1-80 до 100,1506,0
8,1,100 до 120,8-1-100 до 120,1732,0
8,1,от 120,8-1-от 120,1732,12
Москва и МО,2,0 до 1,Москва и МО-2-0 до 1,142,0
Москва и МО,2,1 до 3,Москва и МО-2-1 до 3,177,0
Москва и МО,2,3 до 5,Москва и МО-2-3 до 5,206,0
Москва и МО,2,5 до 10,Москва и МО-2-5 до 10,239,0
Москва и МО,2,10 до 15,Москва и МО-2-10 до 15,276,0
Москва и МО,2,15 до 20,Москва и МО-2-15 до 20,306,0
Москва и МО,2,20 до 30,Москва и МО-2-20 до 30,368,0
Москва и МО,2,30 до 50,Москва и МО-2-30 до 50,552,0
Москва и МО,2,50 до 80,Москва и МО-2-50 до 80,888,0
Москва и МО,2,80 до 100,Москва и МО-2-80 до 100,1101,0
Москва и МО,2,100 до 120,Москва и МО-2-100 до 120,1257,0
Москва и МО,2,от 120,Москва и МО-2-от 120,1257,9
СПБ и ЛО,2,0 до 1,СПБ и ЛО-2-0 до 1,142,0
СПБ и ЛО,2,1 до 3,СПБ и ЛО-2-1 до 3,177,0
СПБ и ЛО,2,3 до 5,СПБ и ЛО-2-3 до 5,206,0
СПБ и ЛО,2,5 до 10,СПБ и ЛО-2-5 до 10,239,0
СПБ и ЛО,2,10 до 15,СПБ и ЛО-2-10 до 15,276,0
СПБ и ЛО,2,15 до 20,СПБ и ЛО-2-15 до 20,306,0
СПБ и ЛО,2,20 до 30,СПБ и ЛО-2-20 до 30,368,0
СПБ и ЛО,2,30 до 50,СПБ и ЛО-2-30 до 50,552,0
СПБ и ЛО,2,50 до 80,СПБ и ЛО-2-50 до 80,888,0
СПБ и ЛО,2,80 до 100,СПБ и ЛО-2-80 до 100,1101,0
СПБ и ЛО,2,100 до 120,СПБ и ЛО-2-100 до 120,1257,0
СПБ и ЛО,2,от 120,СПБ и ЛО-2-от 120,1257,9
1,2,0 до 1,1-2-0 до 1,142,0
1,2,1 до 3,1-2-1 до 3,177,0
1,2,3 до 5,1-2-3 до 5,206,0
1,2,5 до 10,1-2-5 до 10,239,0
1,2,10 до 15,1-2-10 до 15,276,0
1,2,15 до 20,1-2-15 до 20,306,0
1,2,20 до 30,1-2-20 до 30,368,0
1,2,30 до 50,1-2-30 до 50,552,0
1,2,50 до 80,1-2-50 до 80,888,0
1,2,80 до 100,1-2-80 до 100,1101,0
1,2,100 до 120,1-2-100 до 120,1257,0
1,2,от 120,1-2-от 120,1257,9
2,2,0 до 1,2-2-0 до 1,141,0
2,2,1 до 3,2-2-1 до 3,173,0
2,2,3 до 5,2-2-3 до 5,198,0
2,2,5 до 10,2-2-5 до 10,228,0
2,2,10 до 15,2-2-10 до 15,261,0
2,2,15 до 20,2-2-15 до 20,285,0
2,2,20 до 30,2-2-20 до 30,342,0
2,2,30 до 50,2-2-30 до 50,552,0
2,2,50 до 80,2-2-50 до 80,888,0
2,2,80 до 100,2-2-80 до 100,1101,0
2,2,100 до 120,2-2-100 до 120,1257,0
2,2,от 120,2-2-от 120,1257,9
3,2,0 до 1,3-2-0 до 1,142,0
3,2,1 до 3,3-2-1 до 3,177,0
3,2,3 до 5,3-2-3 до 5,206,0
3,2,5 до 10,3-2-5 до 10,239,0
3,2,10 до 15,3-2-10 до 15,276,0
3,2,15 до 20,3-2-15 до 20,306,0
3,2,20 до 30,3-2-20 до 30,368,0
3,2,30 до 50,3-2-30 до 50,552,0
3,2,50 до 80,3-2-50 до 80,888,0
3,2,80 до 100,3-2-80 до 100,1101,0
3,2,100 до 120,3-2-100 до 120,1257,0
3,2,от 120,3-2-от 120,1257,9
4,2,0 до 1,4-2-0 до 1,143,0
4,2,1 до 3,4-2-1 до 3,179,0
4,2,3 до 5,4-2-3 до 5,218,0
4,2,5 до 10,4-2-5 до 10,258,0
4,2,10 до 15,4-2-10 до 15,298,0
4,2,15 до 20,4-2-15 до 20,333,0
4,2,20 до 30,4-2-20 до 30,404,0
4,2,30 до 50,4-2-30 до 50,552,0
4,2,50 до 80,4-2-50 до 80,888,0
4,2,80 до 100,4-2-80 до 100,1101,0
4,2,100 до 120,4-2-100 до 120,1257,0
4,2,от 120,4-2-от 120,1257,9
5,2,0 до 1,5-2-0 до 1,147,0
5,2,1 до 3,5-2-1 до 3,183,0
5,2,3 до 5,5-2-3 до 5,214,0
5,2,5 до 10,5-2-5 до 10,246,0
5,2,10 до 15,5-2-10 до 15,285,0
5,2,15 до 20,5-2-15 до 20,342,0
5,2,20 до 30,5-2-20 до 30,387,0
5,2,30 до 50,5-2-30 до 50,712,0
5,2,50 до 80,5-2-50 до 80,1213,0
5,2,80 до 100,5-2-80 до 100,1506,0
5,2,100 до 120,5-2-100 до 120,1732,0
5,2,от 120,5-2-от 120,1732,12
6,2,0 до 1,6-2-0 до 1,143,0
6,2,1 до 3,6-2-1 до 3,179,0
6,2,3 до 5,6-2-3 до 5,218,0
6,2,5 до 10,6-2-5 до 10,258,0
6,2,10 до 15,6-2-10 до 15,298,0
6,2,15 до 20,6-2-15 до 20,333,0
6,2,20 до 30,6-2-20 до 30,404,0
6,2,30 до 50,6-2-30 до 50,552,0
6,2,50 до 80,6-2-50 до 80,888,0
6,2,80 до 100,6-2-80 до 100,1101,0
6,2,100 до 120,6-2-100 до 120,1257,0
6,2,от 120,6-2-от 120,1257,9
7,2,0 до 1,7-2-0 до 1,168,0
7,2,1 до 3,7-2-1 до 3,193,0
7,2,3 до 5,7-2-3 до 5,236,0
7,2,5 до 10,7-2-5 до 10,282,0
7,2,10 до 15,7-2-10 до 15,342,0
7,2,15 до 20,7-2-15 до 20,413,0
7,2,20 до 30,7-2-20 до 30,494,0
7,2,30 до 50,7-2-30 до 50,713,0
7,2,50 до 80,7-2-50 до 80,1214,0
7,2,80 до 100,7-2-80 до 100,1508,0
7,2,100 до 120,7-2-100 до 120,1736,0
7,2,от 120,7-2-от 120,1736,12
8,2,0 до 1,8-2-0 до 1,191,0
8,2,1 до 3,8-2-1 до 3,232,0
8,2,3 до 5,8-2-3 до 5,261,0
8,2,5 до 10,8-2-5 до 10,315,0
8,2,10 до 15,8-2-10 до 15,382,0
8,2,15 до 20,8-2-15 до 20,462,0
8,2,20 до 30,8-2-20 до 30,558,0
8,2,30 до 50,8-2-30 до 50,712,0
8,2,50 до 80,8-2-50 до 80,1213,0
8,2,80 до 100,8-2-80 до 100,1506,0
8,2,100 до 120,8-2-100 до 120,1732,0
8,2,от 120,8-2-от 120,1732,12
Москва и МО,3,0 до 1,Москва и МО-3-0 до 1,142,0
Москва и МО,3,1 до 3,Москва и МО-3-1 до 3,177,0
Москва и МО,3,3 до 5,Москва и МО-3-3 до 5,206,0
Москва и МО,3,5 до 10,Москва и МО-3-5 до 10,239,0
Москва и МО,3,10 до 15,Москва и МО-3-10 до 15,276,0
Москва и МО,3,15 до 20,Москва и МО-3-15 до 20,306,0
Москва и МО,3,20 до 30,Москва и МО-3-20 до 30,368,0
Москва и МО,3,30 до 50,Москва и МО-3-30 до 50,552,0
Москва и МО,3,50 до 80,Москва и МО-3-50 до 80,888,0
Москва и МО,3,80 до 100,Москва и МО-3-80 до 100,1101,0
Москва и МО,3,100 до 120,Москва и МО-3-100 до 120,1257,0
Москва и МО,3,от 120,Москва и МО-3-от 120,1257,9
СПБ и ЛО,3,0 до 1,СПБ и ЛО-3-0 до 1,142,0
СПБ и ЛО,3,1 до 3,СПБ и ЛО-3-1 до 3,177,0
СПБ и ЛО,3,3 до 5,СПБ и ЛО-3-3 до 5,206,0
СПБ и ЛО,3,5 до 10,СПБ и ЛО-3-5 до 10,239,0
СПБ и ЛО,3,10 до 15,СПБ и ЛО-3-10 до 15,276,0
СПБ и ЛО,3,15 до 20,СПБ и ЛО-3-15 до 20,306,0
СПБ и ЛО,3,20 до 30,СПБ и ЛО-3-20 до 30,368,0
СПБ и ЛО,3,30 до 50,СПБ и ЛО-3-30 до 50,552,0
СПБ и ЛО,3,50 до 80,СПБ и ЛО-3-50 до 80,888,0
СПБ и ЛО,3,80 до 100,СПБ и ЛО-3-80 до 100,1101,0
СПБ и ЛО,3,100 до 120,СПБ и ЛО-3-100 до 120,1257,0
СПБ и ЛО,3,от 120,СПБ и ЛО-3-от 120,1257,9
1,3,0 до 1,1-3-0 до 1,142,0
1,3,1 до 3,1-3-1 до 3,177,0
1,3,3 до 5,1-3-3 до 5,206,0
1,3,5 до 10,1-3-5 до 10,239,0
1,3,10 до 15,1-3-10 до 15,276,0
1,3,15 до 20,1-3-15 до 20,306,0
1,3,20 до 30,1-3-20 до 30,368,0
1,3,30 до 50,1-3-30 до 50,552,0
1,3,50 до 80,1-3-50 до 80,888,0
1,3,80 до 100,1-3-80 до 100,1101,0
1,3,100 до 120,1-3-100 до 120,1257,0
1,3,от 120,1-3-от 120,1257,9
2,3,0 до 1,2-3-0 до 1,142,0
2,3,1 до 3,2-3-1 до 3,177,0
2,3,3 до 5,2-3-3 до 5,206,0
2,3,5 до 10,2-3-5 до 10,239,0
2,3,10 до 15,2-3-10 до 15,276,0
2,3,15 до 20,2-3-15 до 20,306,0
2,3,20 до 30,2-3-20 до 30,368,0
2,3,30 до 50,2-3-30 до 50,552,0
2,3,50 до 80,2-3-50 до 80,888,0
2,3,80 до 100,2-3-80 до 100,1101,0
2,3,100 до 120,2-3-100 до 120,1257,0
2,3,от 120,2-3-от 120,1257,9
3,3,0 до 1,3-3-0 до 1,94,0
3,3,1 до 3,3-3-1 до 3,117,0
3,3,3 до 5,3-3-3 до 5,132,0
3,3,5 до 10,3-3-5 до 10,153,0
3,3,10 до 15,3-3-10 до 15,173,0
3,3,15 до 20,3-3-15 до 20,192,0
3,3,20 до 30,3-3-20 до 30,228,0
3,3,30 до 50,3-3-30 до 50,368,0
3,3,50 до 80,3-3-50 до 80,592,0
3,3,80 до 100,3-3-80 до 100,734,0
3,3,100 до 120,3-3-100 до 120,838,0
3,3,от 120,3-3-от 120,838,6
4,3,0 до 1,4-3-0 до 1,150,0
4,3,1 до 3,4-3-1 до 3,187,0
4,3,3 до 5,4-3-3 до 5,229,0
4,3,5 до 10,4-3-5 до 10,266,0
4,3,10 до 15,4-3-10 до 15,311,0
4,3,15 до 20,4-3-15 до 20,368,0
4,3,20 до 30,4-3-20 до 30,423,0
4,3,30 до 50,4-3-30 до 50,713,0
4,3,50 до 80,4-3-50 до 80,1214,0
4,3,80 до 100,4-3-80 до 100,1508,0
4,3,100 до 120,4-3-100 до 120,1736,0
4,3,от 120,4-3-от 120,1736,12
5,3,0 до 1,5-3-0 до 1,141,0
5,3,1 до 3,5-3-1 до 3,176,0
5,3,3 до 5,5-3-3 до 5,203,0
5,3,5 до 10,5-3-5 до 10,239,0
5,3,10 до 15,5-3-10 до 15,276,0
5,3,15 до 20,5-3-15 до 20,306,0
5,3,20 до 30,5-3-20 до 30,368,0
5,3,30 до 50,5-3-30 до 50,551,0
5,3,50 до 80,5-3-50 до 80,885,0
5,3,80 до 100,5-3-80 до 100,1098,0
5,3,100 до 120,5-3-100 до 120,1253,0
5,3,от 120,5-3-от 120,1253,9
6,3,0 до 1,6-3-0 до 1,168,0
6,3,1 до 3,6-3-1 до 3,193,0
6,3,3 до 5,6-3-3 до 5,236,0
6,3,5 до 10,6-3-5 до 10,282,0
6,3,10 до 15,6-3-10 до 15,342,0
6,3,15 до 20,6-3-15 до 20,413,0
6,3,20 до 30,6-3-20 до 30,494,0
6,3,30 до 50,6-3-30 до 50,713,0
6,3,50 до 80,6-3-50 до 80,1214,0
6,3,80 до 100,6-3-80 до 100,1508,0
6,3,100 до 120,6-3-100 до 120,1736,0
6,3,от 120,6-3-от 120,1736,12
7,3,0 до 1,7-3-0 до 1,168,0
7,3,1 до 3,7-3-1 до 3,193,0
7,3,3 до 5,7-3-3 до 5,236,0
7,3,5 до 10,7-3-5 до 10,282,0
7,3,10 до 15,7-3-10 до 15,342,0
7,3,15 до 20,7-3-15 до 20,413,0
7,3,20 до 30,7-3-20 до 30,494,0
7,3,30 до 50,7-3-30 до 50,713,0
7,3,50 до 80,7-3-50 до 80,1214,0
7,3,80 до 100,7-3-80 до 100,1508,0
7,3,100 до 120,7-3-100 до 120,1736,0
7,3,от 120,7-3-от 120,1736,12
8,3,0 до 1,8-3-0 до 1,206,0
8,3,1 до 3,8-3-1 до 3,254,0
8,3,3 до 5,8-3-3 до 5,278,0
8,3,5 до 10,8-3-5 до 10,389,0
8,3,10 до 15,8-3-10 до 15,476,0
8,3,15 до 20,8-3-15 до 20,562,0
8,3,20 до 30,8-3-20 до 30,668,0
8,3,30 до 50,8-3-30 до 50,927,0
8,3,50 до 80,8-3-50 до 80,1677,0
8,3,80 до 100,8-3-80 до 100,2066,0
8,3,100 до 120,8-3-100 до 120,2351,0
8,3,от 120,8-3-от 120,2351,15
Москва и МО,4,0 до 1,Москва и МО-4-0 до 1,142,0
Москва и МО,4,1 до 3,Москва и МО-4-1 до 3,177,0
Москва и МО,4,3 до 5,Москва и МО-4-3 до 5,206,0
Москва и МО,4,5 до 10,Москва и МО-4-5 до 10,239,0
Москва и МО,4,10 до 15,Москва и МО-4-10 до 15,276,0
Москва и МО,4,15 до 20,Москва и МО-4-15 до 20,306,0
Москва и МО,4,20 до 30,Москва и МО-4-20 до 30,368,0
Москва и МО,4,30 до 50,Москва и МО-4-30 до 50,552,0
Москва и МО,4,50 до 80,Москва и МО-4-50 до 80,888,0
Москва и МО,4,80 до 100,Москва и МО-4-80 до 100,1101,0
Москва и МО,4,100 до 120,Москва и МО-4-100 до 120,1257,0
Москва и МО,4,от 120,Москва и МО-4-от 120,1257,9
СПБ и ЛО,4,0 до 1,СПБ и ЛО-4-0 до 1,142,0
СПБ и ЛО,4,1 до 3,СПБ и ЛО-4-1 до 3,177,0
СПБ и ЛО,4,3 до 5,СПБ и ЛО-4-3 до 5,206,0
СПБ и ЛО,4,5 до 10,СПБ и ЛО-4-5 до 10,239,0
СПБ и ЛО,4,10 до 15,СПБ и ЛО-4-10 до 15,276,0
СПБ и ЛО,4,15 до 20,СПБ и ЛО-4-15 до 20,306,0
СПБ и ЛО,4,20 до 30,СПБ и ЛО-4-20 до 30,368,0
СПБ и ЛО,4,30 до 50,СПБ и ЛО-4-30 до 50,552,0
СПБ и ЛО,4,50 до 80,СПБ и ЛО-4-50 до 80,888,0
СПБ и ЛО,4,80 до 100,СПБ и ЛО-4-80 до 100,1101,0
СПБ и ЛО,4,100 до 120,СПБ и ЛО-4-100 до 120,1257,0
СПБ и ЛО,4,от 120,СПБ и ЛО-4-от 120,1257,9
1,4,0 до 1,1-4-0 до 1,96,0
1,4,1 до 3,1-4-1 до 3,118,0
1,4,3 до 5,1-4-3 до 5,138,0
1,4,5 до 10,1-4-5 до 10,161,0
1,4,10 до 15,1-4-10 до 15,184,0
1,4,15 до 20,1-4-15 до 20,206,0
1,4,20 до 30,1-4-20 до 30,247,0
1,4,30 до 50,1-4-30 до 50,368,0
1,4,50 до 80,1-4-50 до 80,592,0
1,4,80 до 100,1-4-80 до 100,734,0
1,4,100 до 120,1-4-100 до 120,838,0
1,4,от 120,1-4-от 120,838,6
2,4,0 до 1,2-4-0 до 1,142,0
2,4,1 до 3,2-4-1 до 3,177,0
2,4,3 до 5,2-4-3 до 5,206,0
2,4,5 до 10,2-4-5 до 10,239,0
2,4,10 до 15,2-4-10 до 15,276,0
2,4,15 до 20,2-4-15 до 20,306,0
2,4,20 до 30,2-4-20 до 30,368,0
2,4,30 до 50,2-4-30 до 50,552,0
2,4,50 до 80,2-4-50 до 80,888,0
2,4,80 до 100,2-4-80 до 100,1101,0
2,4,100 до 120,2-4-100 до 120,1257,0
2,4,от 120,2-4-от 120,1257,9
3,4,0 до 1,3-4-0 до 1,150,0
3,4,1 до 3,3-4-1 до 3,187,0
3,4,3 до 5,3-4-3 до 5,229,0
3,4,5 до 10,3-4-5 до 10,266,0
3,4,10 до 15,3-4-10 до 15,311,0
3,4,15 до 20,3-4-15 до 20,368,0
3,4,20 до 30,3-4-20 до 30,423,0
3,4,30 до 50,3-4-30 до 50,713,0
3,4,50 до 80,3-4-50 до 80,1214,0
3,4,80 до 100,3-4-80 до 100,1508,0
3,4,100 до 120,3-4-100 до 120,1736,0
3,4,от 120,3-4-от 120,1736,12
4,4,0 до 1,4-4-0 до 1,141,0
4,4,1 до 3,4-4-1 до 3,173,0
4,4,3 до 5,4-4-3 до 5,198,0
4,4,5 до 10,4-4-5 до 10,228,0
4,4,10 до 15,4-4-10 до 15,261,0
4,4,15 до 20,4-4-15 до 20,285,0
4,4,20 до 30,4-4-20 до 30,342,0
4,4,30 до 50,4-4-30 до 50,552,0
4,4,50 до 80,4-4-50 до 80,888,0
4,4,80 до 100,4-4-80 до 100,1101,0
4,4,100 до 120,4-4-100 до 120,1257,0
4,4,от 120,4-4-от 120,1257,9
5,4,0 до 1,5-4-0 до 1,149,0
5,4,1 до 3,5-4-1 до 3,187,0
5,4,3 до 5,5-4-3 до 5,229,0
5,4,5 до 10,5-4-5 до 10,263,0
5,4,10 до 15,5-4-10 до 15,311,0
5,4,15 до 20,5-4-15 до 20,368,0
5,4,20 до 30,5-4-20 до 30,423,0
5,4,30 до 50,5-4-30 до 50,712,0
5,4,50 до 80,5-4-50 до 80,1213,0
5,4,80 до 100,5-4-80 до 100,1506,0
5,4,100 до 120,5-4-100 до 120,1732,0
5,4,от 120,5-4-от 120,1732,12
6,4,0 до 1,6-4-0 до 1,168,0
6,4,1 до 3,6-4-1 до 3,193,0
6,4,3 до 5,6-4-3 до 5,236,0
6,4,5 до 10,6-4-5 до 10,282,0
6,4,10 до 15,6-4-10 до 15,342,0
6,4,15 до 20,6-4-15 до 20,413,0
6,4,20 до 30,6-4-20 до 30,494,0
6,4,30 до 50,6-4-30 до 50,713,0
6,4,50 до 80,6-4-50 до 80,1214,0
6,4,80 до 100,6-4-80 до 100,1508,0
6,4,100 до 120,6-4-100 до 120,1736,0
6,4,от 120,6-4-от 120,1736,12
7,4,0 до 1,7-4-0 до 1,191,0
7,4,1 до 3,7-4-1 до 3,232,0
7,4,3 до 5,7-4-3 до 5,261,0
7,4,5 до 10,7-4-5 до 10,315,0
7,4,10 до 15,7-4-10 до 15,382,0
7,4,15 до 20,7-4-15 до 20,462,0
7,4,20 до 30,7-4-20 до 30,559,0
7,4,30 до 50,7-4-30 до 50,713,0
7,4,50 до 80,7-4-50 до 80,1214,0
7,4,80 до 100,7-4-80 до 100,1508,0
7,4,100 до 120,7-4-100 до 120,1736,0
7,4,от 120,7-4-от 120,1736,12
8,4,0 до 1,8-4-0 до 1,206,0
8,4,1 до 3,8-4-1 до 3,254,0
8,4,3 до 5,8-4-3 до 5,278,0
8,4,5 до 10,8-4-5 до 10,389,0
8,4,10 до 15,8-4-10 до 15,476,0
8,4,15 до 20,8-4-15 до 20,562,0
8,4,20 до 30,8-4-20 до 30,668,0
8,4,30 до 50,8-4-30 до 50,927,0
8,4,50 до 80,8-4-50 до 80,1677,0
8,4,80 до 100,8-4-80 до 100,2066,0
8,4,100 до 120,8-4-100 до 120,2351,0
8,4,от 120,8-4-от 120,2351,15
Москва и МО,5,0 до 1,Москва и МО-5-0 до 1,143,0
Москва и МО,5,1 до 3,Москва и МО-5-1 до 3,179,0
Москва и МО,5,3 до 5,Москва и МО-5-3 до 5,218,0
Москва и МО,5,5 до 10,Москва и МО-5-5 до 10,258,0
Москва и МО,5,10 до 15,Москва и МО-5-10 до 15,298,0
Москва и МО,5,15 до 20,Москва и МО-5-15 до 20,333,0
Москва и МО,5,20 до 30,Москва и МО-5-20 до 30,404,0
Москва и МО,5,30 до 50,Москва и МО-5-30 до 50,552,0
Москва и МО,5,50 до 80,Москва и МО-5-50 до 80,888,0
